rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A240_length_2124_cov_12.086957_BlackFly16	Monodnaviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykroznavirus	Bat associated gemykronzavirus 2
NODE_A241_length_1309_cov_3.207792_BlackFly21	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A2433_length_1295_cov_3.692118_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A244_length_1074_cov_3.362086_BlackFly35	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	NA	NA	NA	NA
NODE_A246_length_1071_cov_16.020121_BlackFly35	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A25_length_3347_cov_64.301835_BlackFly46	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A25_length_4538_cov_30.367182_BlackFly10	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Hortaea werneckii totivirus 1
NODE_A25_length_5398_cov_11.510994_BlackFly9	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	NA	NA
NODE_A25_length_5746_cov_8.377844_BlackFly6	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	NA
NODE_A25_length_5955_cov_204.761824_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A250_length_2195_cov_17.561379_BlackFly31	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A251_length_1964_cov_10.579756_BlackFly23	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A2556_length_1282_cov_5.022407_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A256_length_1067_cov_4.717172_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A256_length_1550_cov_6.843856_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A257_length_2172_cov_8.507876_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A259_length_1191_cov_3.099641_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Lasiodiplodia ziziphi partitivirus 1
NODE_A259_length_1761_cov_107.861045_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A26_length_3064_cov_19.092066_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A26_length_3387_cov_18.099094_BlackFly22	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A26_length_4032_cov_896.380531_BlackFly53	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A26_length_4580_cov_137.164779_BlackFly5	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 13
NODE_A26_length_6526_cov_58.626144_BlackFly31	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Fusariviridae	NA	NA
NODE_A26_length_6648_cov_14.815858_BlackFly12	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A26_length_9752_cov_553.544393_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Budalangi Iflavi-like virus
NODE_A260_length_1652_cov_4.085079_BlackFly36	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A262_length_1133_cov_12.569129_BlackFly7	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A262_length_1225_cov_2.938153_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A263_length_2755_cov_9.024645_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A265_length_1932_cov_244.107278_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A265_length_1941_cov_5.211373_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A267_length_1931_cov_141.413700_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A268_length_1989_cov_51.917364_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A27_length_2524_cov_8.099305_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A27_length_3473_cov_15.810365_BlackFly38	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A27_length_3487_cov_195.804985_BlackFly45	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A27_length_3692_cov_15.261687_BlackFly35	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A27_length_3812_cov_333.949933_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	NA
NODE_A27_length_3997_cov_13.663520_BlackFly14	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A27_length_5028_cov_440.835791_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Umbelopsis ramanniana virus 2
NODE_A27_length_5873_cov_17.970152_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A27_length_8944_cov_362.074546_BlackFly49	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A27_length_9578_cov_13.934428_BlackFly16	Riboviria	NA	NA	NA	NA	NA	NA	Vespa velutina associated acypi-like virus
NODE_A27_length_9672_cov_38.314747_BlackFly3	Riboviria	NA	NA	NA	NA	NA	NA	Vespa velutina associated acypi-like virus
NODE_A274_length_1082_cov_2.498507_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A274_length_1460_cov_10.974693_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	NA
NODE_A275_length_1104_cov_2.467381_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Nigrospora oryzae victorivirus 2
NODE_A277_length_1614_cov_6.932986_BlackFly36	Riboviria	NA	NA	NA	NA	Polymycoviridae	NA	NA
NODE_A28_length_1911_cov_5.383860_BlackFly41	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	NA
NODE_A28_length_2978_cov_5.219235_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A28_length_3304_cov_22.760769_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A28_length_3353_cov_135.809524_BlackFly45	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A28_length_3984_cov_106.075250_BlackFly14	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae mymonavirus 1
NODE_A28_length_4108_cov_938.448772_BlackFly34	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A28_length_4548_cov_22.729367_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A28_length_6330_cov_29.797377_BlackFly31	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A28_length_9455_cov_217.127746_BlackFly16	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A281_length_1443_cov_2.567350_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A284_length_1054_cov_3.167861_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A284_length_1195_cov_13.027728_BlackFly38	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A285_length_1743_cov_23.954382_BlackFly57	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 3
NODE_A2852_length_1084_cov_5.047666_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A288_length_1038_cov_5.313215_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A29_length_1377_cov_9.647692_BlackFly33	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A29_length_1847_cov_169.840113_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A29_length_3981_cov_409.724385_BlackFly14	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A29_length_4477_cov_5.117955_BlackFly20	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Iflaviridae sp.
NODE_A29_length_4484_cov_17.315861_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A29_length_5866_cov_14.683365_BlackFly30	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A293_length_1805_cov_33.294560_BlackFly12	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Grapevine partitivirus
NODE_A293_length_2041_cov_15.752546_BlackFly31	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A294_length_1691_cov_5.843866_BlackFly57	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A296_length_1029_cov_3.988445_BlackFly44	Riboviria	NA	NA	NA	NA	NA	NA	Erysiphe necator associated virus 5
NODE_A298_length_1930_cov_8.246087_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A3_length_2606_cov_64.838276_BlackFly_NC_Jara_2	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	NA
NODE_A3_length_33401_cov_67.652683_BlackFly49	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_36696_cov_51.224364_BlackFly5	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_38625_cov_28.496783_BlackFly39	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA	NA
NODE_A3_length_39392_cov_23.396922_BlackFly21	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Ningirsuvirus	Dickeya phage DchS19
NODE_A3_length_40192_cov_45.821488_BlackFly43	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
NODE_A3_length_42034_cov_334.195367_BlackFly29	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_42322_cov_1840.807457_BlackFly15	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_42490_cov_75.470658_BlackFly27	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_43351_cov_1367.442876_BlackFly23	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_45309_cov_27.582132_BlackFly57	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_47653_cov_295.593387_BlackFly30	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_53952_cov_119.832872_BlackFly3	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_56227_cov_17.126251_BlackFly28	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Schitoviridae	Yonginvirus	Yonginvirus EaP8
NODE_A3_length_62729_cov_505.503879_BlackFly16	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Erwinia phage Pavtok
NODE_A3_length_64792_cov_76.984702_BlackFly12	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A3_length_6542_cov_340.675793_BlackFly8	Monodnaviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	NA	NA	NA
NODE_A3_length_9043_cov_1457.869619_BlackFly33	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Darwin bee virus 4
NODE_A3_length_9446_cov_630.587363_BlackFly45	Riboviria	NA	NA	NA	NA	NA	NA	Hubei picorna-like virus 55
NODE_A3_length_97398_cov_55.206697_BlackFly19	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A30_length_2743_cov_9.873218_BlackFly46	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A30_length_28090_cov_1178.686824_BlackFly19	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A30_length_3937_cov_206.069430_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A30_length_3952_cov_37.613419_BlackFly14	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 17
NODE_A30_length_3989_cov_85.427914_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A30_length_4403_cov_108.992603_BlackFly20	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A30_length_4579_cov_121.361173_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Rhodosporidiobolus odoratus RNA virus 1
NODE_A30_length_6281_cov_52.418923_BlackFly31	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A300_length_1799_cov_32.220093_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A301_length_1109_cov_4.142442_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A301_length_1131_cov_3.721063_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A302_length_2016_cov_9.664776_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A303_length_1638_cov_17.873158_BlackFly57	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus creber partitivirus 1
NODE_A304_length_1119_cov_4.048944_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A304_length_1556_cov_6.356322_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Beauveria bassiana partitivirus 1
NODE_A305_length_1979_cov_3.519453_BlackFly31	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A31_length_1810_cov_9.240046_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2
NODE_A31_length_3634_cov_19.842002_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A31_length_4324_cov_11.797504_BlackFly5	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Saccharomyces cerevisiae virus LBCLa
NODE_A31_length_4350_cov_17.000000_BlackFly20	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	NA
NODE_A31_length_4351_cov_8.326158_BlackFly6	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_4543_cov_47.684281_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 18
NODE_A31_length_5628_cov_1606.916592_BlackFly52	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A31_length_5809_cov_36.368283_BlackFly30	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A31_length_6512_cov_7.556799_BlackFly27	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A31_length_8936_cov_17.207360_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus betabotrytidis
NODE_A314_length_1211_cov_7.625220_BlackFly6	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A314_length_1725_cov_57.185680_BlackFly12	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum eremochloae partitivirus 1
NODE_A3140_length_1012_cov_2.110160_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A319_length_1584_cov_18.215660_BlackFly57	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A32_length_2975_cov_8.824017_BlackFly38	NA	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A32_length_3224_cov_8.793454_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_3632_cov_776.189592_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A32_length_3685_cov_28.031042_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A32_length_3730_cov_489.809472_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A32_length_4549_cov_69.222048_BlackFly9	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Poaceae Liege totivirus 13
NODE_A32_length_5596_cov_14.424715_BlackFly30	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A32_length_6283_cov_75.995811_BlackFly27	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Zhangzhou tick virus 1
NODE_A32_length_6559_cov_78.586856_BlackFly36	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A321_length_1705_cov_7.774570_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A324_length_1365_cov_13.568323_BlackFly45	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A325_length_1291_cov_4.091433_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Hanko totivirus 1
NODE_A327_length_1130_cov_3.701804_BlackFly42	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2
NODE_A329_length_1668_cov_6.010685_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A33_length_4011_cov_5.400864_BlackFly39	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Leptosphaerulina chartarum flexivirus 1
NODE_A33_length_4263_cov_30.065934_BlackFly20	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A3308_length_1002_cov_4.676757_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A334_length_1944_cov_15.004285_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A34_length_2658_cov_107.881441_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 2-BCI8
NODE_A34_length_2700_cov_11.569577_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A34_length_3129_cov_15.902031_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A34_length_3556_cov_80.237999_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus foxyspori
NODE_A34_length_4223_cov_5.430777_BlackFly5	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A34_length_4619_cov_4.920960_BlackFly4	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A34_length_5156_cov_38.068124_BlackFly30	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A34_length_6035_cov_14.203256_BlackFly29	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	NA	Xinjiang mymona-like virus 2
NODE_A34_length_6125_cov_108.577381_BlackFly36	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Plasmopamonavirus	Plasmopamonavirus plasmoparae
NODE_A34_length_6165_cov_30.489488_BlackFly15	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus etaplasmoparae
NODE_A343_length_1236_cov_3.320104_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A35_length_2690_cov_30.553387_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A35_length_3126_cov_4.749754_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	NA
NODE_A35_length_3263_cov_6.937225_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A35_length_3548_cov_6.072313_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A35_length_3856_cov_68.201905_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A35_length_3989_cov_358.219836_BlackFly42	NA	NA	NA	NA	NA	NA	NA	Magnaporthe oryzae mymonavirus 1
NODE_A35_length_4147_cov_13.336609_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A35_length_5681_cov_10.760528_BlackFly12	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A351_length_1767_cov_24.762130_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A36_length_2676_cov_4.632936_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A36_length_3123_cov_27.518385_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	Erysiphe necator associated chryso-like virus 2
