rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A130_length_1669_cov_19.113065_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 7
NODE_A130_length_2441_cov_5.409052_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A131_length_1233_cov_3.303633_BlackFly24	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A131_length_1668_cov_3.040855_BlackFly53	Riboviria	NA	NA	NA	NA	NA	NA	Erysiphe necator associated mycovirus 1
NODE_A131_length_3365_cov_11.162409_BlackFly16	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A132_length_1339_cov_6.136292_BlackFly10	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A132_length_1580_cov_9.947438_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A132_length_1665_cov_350.833753_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A132_length_2638_cov_9.228426_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A132_length_3362_cov_55.211568_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A133_length_2461_cov_8.196728_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A133_length_3345_cov_5.184823_BlackFly16	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A134_length_1665_cov_11.067380_BlackFly44	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A134_length_4132_cov_12.291492_BlackFly57	Monodnaviria	Loebvirae	Hofneiviricota	NA	NA	NA	NA	NA
NODE_A136_length_1361_cov_11.406542_BlackFly46	NA	NA	NA	NA	NA	Anelloviridae	Gyrovirus	Gyrovirus VC5
NODE_A136_length_2220_cov_21.396640_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Botryotinia fuckeliana totivirus 1
NODE_A136_length_2443_cov_53.423077_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A136_length_3020_cov_133.409446_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A138_length_1447_cov_1.900000_BlackFly4	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A138_length_2984_cov_55.581699_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A14_length_23042_cov_44.620684_BlackFly16	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A14_length_27086_cov_17.351994_BlackFly3	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A14_length_3264_cov_99.789457_BlackFly11	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A14_length_3531_cov_5.286335_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A14_length_3575_cov_463.995426_BlackFly25	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A14_length_3891_cov_2197.803094_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A14_length_4487_cov_386.151701_BlackFly45	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Erysiphe necator associated negative-stranded RNA virus 21
NODE_A14_length_5967_cov_277.976401_BlackFly44	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A14_length_6226_cov_16.921613_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A14_length_7025_cov_7.828440_BlackFly21	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A14_length_7274_cov_24.818397_BlackFly42	Riboviria	Orthornavirae	NA	NA	NA	NA	NA	NA
NODE_A140_length_2981_cov_10.403581_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A140_length_3398_cov_114.870521_BlackFly28	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A141_length_1810_cov_199.943451_BlackFly48	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Grapevine partitivirus
NODE_A141_length_3249_cov_11.544451_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A142_length_1783_cov_8.525205_BlackFly48	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A142_length_2238_cov_49.211939_BlackFly36	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A143_length_2935_cov_40.394682_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus pripenicillii
NODE_A144_length_1868_cov_4.821887_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A144_length_2336_cov_13.229305_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A145_length_2184_cov_73.755577_BlackFly29	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 5
NODE_A146_length_2929_cov_9.362202_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A147_length_1310_cov_2.959448_BlackFly46	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A147_length_1850_cov_1020.131416_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Fusarium mangiferae partitivirus 2
NODE_A147_length_2511_cov_9.952753_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A147_length_3172_cov_34.091115_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A1473_length_1251_cov_4.853492_BlackFly39	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A15_length_10423_cov_655.792571_BlackFly12	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A15_length_3636_cov_6.389997_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A15_length_3814_cov_44.031041_BlackFly46	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A15_length_4136_cov_764.853905_BlackFly45	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A15_length_46958_cov_24.110621_BlackFly19	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A15_length_4975_cov_60.147203_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A15_length_5352_cov_17.006635_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A150_length_2323_cov_8.381567_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A150_length_3148_cov_4.939108_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A151_length_1751_cov_21.383513_BlackFly42	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A152_length_1931_cov_12.022654_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A152_length_3116_cov_14.597565_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A153_length_1341_cov_5.716772_BlackFly4	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A154_length_1764_cov_2.612330_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A154_length_3094_cov_15.801790_BlackFly28	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A155_length_1664_cov_94.333333_BlackFly30	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A155_length_2051_cov_68.883485_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Laulavirus	Grapevine laulavirus 4
NODE_A155_length_4084_cov_5.826803_BlackFly49	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A156_length_1325_cov_3.058494_BlackFly4	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A1566_length_1404_cov_7.226074_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A157_length_1242_cov_7.742489_BlackFly20	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A157_length_2047_cov_22.635025_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A157_length_2808_cov_6.403149_BlackFly31	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	NA	Hangzhou hepevirus 1
NODE_A1570_length_1203_cov_2.253996_BlackFly27	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A1573_length_1042_cov_4.663212_BlackFly19	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	NA
NODE_A1575_length_1213_cov_2.434859_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A158_length_2503_cov_6.758450_BlackFly12	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	NA
NODE_A158_length_2746_cov_12.469090_BlackFly3	NA	NA	NA	NA	NA	NA	NA	Hubei odonate virus 14
NODE_A158_length_2989_cov_11.740041_BlackFly28	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Plasmopara viticola lesion associated mycobunyavirales-like virus 1
NODE_A159_length_1729_cov_4.397700_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A159_length_2033_cov_112.146217_BlackFly32	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 3
NODE_A16_length_3519_cov_62.554619_BlackFly25	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A16_length_3807_cov_14.342627_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A16_length_3845_cov_810.965499_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A16_length_5057_cov_35.874900_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A16_length_6330_cov_198.071806_BlackFly59	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	NA	Ek Balam virus
NODE_A161_length_2786_cov_5.789959_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A161_length_2885_cov_66.881410_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A162_length_1710_cov_31.935701_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum eremochloae partitivirus 1
NODE_A162_length_2866_cov_8.873790_BlackFly16	NA	NA	NA	NA	NA	NA	NA	Bradson virus
NODE_A163_length_2128_cov_31.825451_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A163_length_2408_cov_31.861862_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A164_length_2676_cov_34.042324_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Martellivirales sp.
NODE_A1646_length_1192_cov_1.871749_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A166_length_2742_cov_22.266792_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A167_length_1479_cov_5.528531_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A167_length_1978_cov_7.624408_BlackFly32	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A168_length_1408_cov_3.226146_BlackFly38	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A169_length_2066_cov_35.407240_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A1698_length_1386_cov_3.648587_BlackFly34	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A17_length_3343_cov_13.539498_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A17_length_3449_cov_435.283511_BlackFly25	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A17_length_3900_cov_120.656552_BlackFly45	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A17_length_44501_cov_534.169255_BlackFly19	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A17_length_4856_cov_5.648253_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 8
NODE_A17_length_6601_cov_465.593961_BlackFly42	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A170_length_2725_cov_2.576284_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Totiviridae sp.
NODE_A172_length_1639_cov_12.437900_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Hangzhou partiti-like virus 1
NODE_A172_length_2625_cov_23.364207_BlackFly3	NA	NA	NA	NA	NA	NA	NA	Wheat associated vipovirus
NODE_A172_length_2676_cov_40.566372_BlackFly31	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A173_length_2010_cov_51.992240_BlackFly15	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A174_length_1625_cov_5.277778_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A174_length_1829_cov_31.160959_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 3
NODE_A174_length_2304_cov_15.471037_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A175_length_2616_cov_9.695156_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A175_length_2659_cov_32850.558482_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	Fusarium oxysporum alternavirus 1
NODE_A176_length_1107_cov_3.162136_BlackFly10	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A18_length_3157_cov_48.466558_BlackFly11	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Bercke-Baary Melophagus reo-like virus
NODE_A18_length_4642_cov_95.454984_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Hortaea werneckii totivirus 1
NODE_A18_length_5685_cov_9.652996_BlackFly14	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus alphaplasmoparae
NODE_A18_length_5960_cov_2013.733469_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A180_length_1137_cov_3.203774_BlackFly20	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A180_length_2635_cov_51.354574_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A181_length_1420_cov_4.099032_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A181_length_1965_cov_13.879767_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A182_length_1222_cov_6.257642_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A184_length_1776_cov_9.324897_BlackFly52	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A186_length_1298_cov_4.385749_BlackFly35	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A187_length_1577_cov_15.282000_BlackFly42	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 3
NODE_A188_length_1169_cov_4.046703_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Tonghua Totiv tick virus 1
NODE_A188_length_2541_cov_5.651786_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A189_length_1403_cov_4.297134_BlackFly53	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	NA
NODE_A19_length_3430_cov_85.805846_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A19_length_3435_cov_52.119714_BlackFly25	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A19_length_3865_cov_1441.467001_BlackFly45	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A19_length_4612_cov_1567.792062_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A19_length_5169_cov_708.666929_BlackFly21	Riboviria	Orthornavirae	Negarnaviricota	NA	NA	NA	NA	Grapevine-associated negative single-stranded RNA virus 1
NODE_A19_length_6633_cov_12.289353_BlackFly9	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Bactrocera dorsalis cripavirus isolate Bo
NODE_A190_length_2584_cov_14.035501_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A191_length_1201_cov_3.032028_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Nigrospora sphaerica victorivirus 1
NODE_A1913_length_1356_cov_8.848319_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A192_length_2070_cov_3.951330_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A192_length_2545_cov_7.547002_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A193_length_1154_cov_9.713092_BlackFly58	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A193_length_1512_cov_2.019512_BlackFly21	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Ustilaginoidea virens partitivirus 5
NODE_A195_length_2478_cov_13.037484_BlackFly16	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A195_length_2654_cov_3.487000_BlackFly57	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A196_length_1116_cov_2.216554_BlackFly4	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A197_length_2140_cov_13.999515_BlackFly23	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A198_length_1879_cov_765.825194_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Colletotrichum eremochloae partitivirus 1
NODE_A199_length_1784_cov_25.721148_BlackFly32	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A199_length_2551_cov_22099.823363_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	NA
NODE_A2_length_11923_cov_14.729782_BlackFly13	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A2_length_13078_cov_52.980694_BlackFly11	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	NA
